facilitiesPK,propertyType,roomType,accommodates,bathrooms,bedrooms,beds,bedType,guestsIncluded,amenitiesFK
355,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1333
356,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1272
357,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,1,1271
358,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,1270
359,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,1210
360,Apartment,Entire home/apt,4,1.0,0.0,3.0,Real Bed,2,1211
361,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,1213
362,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,1214
363,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1216
364,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1217
365,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,2,1209
366,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,1218
367,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1220
368,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1221
369,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1222
370,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1224
371,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1225
372,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1226
373,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1219
374,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1227
375,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1208
376,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1204
377,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1189
378,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,1190
379,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,1191
380,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1192
381,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1193
382,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,1,1194
383,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,1,1205
384,Apartment,Shared room,2,1.0,1.0,1.0,Futon,1,1195
385,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,1,1198
386,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1199
387,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,0,1200
388,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1201
389,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,2,1202
390,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1203
391,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,1197
392,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,1,1310
393,Apartment,Entire home/apt,5,1.0,0.0,1.0,Real Bed,2,1228
394,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,1230
395,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,1254
396,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,1255
397,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,1,1256
398,Apartment,Entire home/apt,7,2.0,3.0,4.0,Real Bed,1,1257
399,Apartment,Entire home/apt,8,3.0,3.0,4.0,Real Bed,1,1258
400,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,1259
401,Apartment,Entire home/apt,7,2.0,2.0,2.0,Real Bed,1,1253
402,Apartment,Entire home/apt,10,2.0,3.0,4.0,Real Bed,1,1260
403,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,1,1262
404,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1263
405,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,1264
406,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,1265
407,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,1,1268
408,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,3619
409,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1261
410,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1229
411,Apartment,Entire home/apt,6,2.5,2.0,2.0,Real Bed,1,1252
412,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,1,1248
413,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1231
414,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1232
415,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,2,1233
416,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,1234
417,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,1235
418,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,1237
419,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1250
420,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,1,1238
421,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1241
422,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,1243
423,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,1234
424,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1245
425,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,1246
426,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,1,1247
427,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1239
428,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,1368
429,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1370
430,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,3,1373
431,Apartment,Entire home/apt,4,1.0,1.0,2.0,Pull-out Sofa,2,1487
432,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,1,1201
433,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,2,1489
434,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1490
435,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,1,1491
436,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1493
437,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,1,1485
438,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,4,1494
439,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,1496
440,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,1497
441,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,3619
442,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,1501
443,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,4,1212
444,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,1505
445,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,1495
446,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,0,1506
447,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1484
448,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1481
449,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,1,1459
450,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1465
451,Apartment,Private room,6,2.0,1.0,3.0,Real Bed,1,1466
452,Apartment,Shared room,2,1.0,1.0,2.0,Real Bed,1,1467
453,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,1,1052
454,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,1469
455,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,2,1482
456,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,1470
457,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,1473
458,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1474
459,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,3,1475
460,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,1476
461,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,2,1477
462,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1480
463,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,2,1471
464,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1458
465,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1507
466,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1509
467,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1530
468,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1531
469,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1532
470,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1533
471,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1534
472,Apartment,Entire home/apt,6,1.0,1.0,4.0,Real Bed,3,1535
473,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,1528
474,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,1,1536
475,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1538
476,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,1334
477,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,1,1540
478,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1541
479,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,3,1542
480,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1543
481,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,1,1534
482,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1508
483,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1527
484,Apartment,Shared room,6,1.0,1.0,3.0,Real Bed,1,1525
485,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,4,1510
486,Apartment,Entire home/apt,3,1.5,2.0,2.0,Real Bed,1,1511
487,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,1513
488,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,1514
489,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1515
490,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,2,1397
491,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,1526
492,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,1517
493,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,4,1519
494,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1520
495,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,1521
496,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1522
497,Apartment,Entire home/apt,7,2.0,2.0,5.0,Real Bed,4,1523
498,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,1524
499,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,2,1143
500,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,1,2476
501,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,0,1457
502,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,4,1143
503,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1292
504,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,1397
505,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,4,1398
506,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1220
507,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1400
508,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,1,1401
509,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1394
510,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1402
511,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,1406
512,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,2,1407
513,Apartment,Private room,1,1.0,1.0,1.0,Futon,1,1408
514,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1409
515,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,3,1410
516,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,1411
517,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,1,1404
518,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,1412
519,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,1393
520,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1391
521,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1374
522,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1375
523,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1376
524,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,1377
525,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,1,1302
526,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,1379
527,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,1283
528,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1380
529,Apartment,Entire home/apt,5,1.0,2.0,4.0,Real Bed,1,1382
530,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1383
531,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,1384
532,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1386
533,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,2,1389
534,Apartment,Shared room,4,1.0,1.0,2.0,Real Bed,1,1390
535,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,1,1381
536,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,0,1456
537,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1413
538,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1416
539,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,1052
540,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1440
541,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,2,1441
542,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,3619
543,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1212
544,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,1443
545,Apartment,Entire home/apt,6,1.0,1.0,2.0,Real Bed,1,1438
546,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1,1444
547,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,2,1446
548,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1447
549,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,1448
550,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,1,1449
551,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1452
552,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1453
553,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1445
554,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,1414
555,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,1437
556,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,4,1143
557,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1417
558,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,1,1420
559,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1422
560,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,1228
561,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1424
562,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1425
563,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,1436
564,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,1,1426
565,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,4,1428
566,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,1429
567,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1430
568,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1431
569,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,4,1432
570,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1433
571,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,1,1427
572,Apartment,Entire home/apt,9,1.5,0.0,4.0,Real Bed,2,1181
573,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2485
574,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,1,2492
575,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,1,532
576,Apartment,Private room,4,1.5,1.0,1.0,Real Bed,2,3219
577,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,2,3216
578,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,3214
579,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,0,3205
580,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,3203
581,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,3199
582,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,1,3186
583,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,2,3171
584,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3169
585,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,3168
586,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,3167
587,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3166
588,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,3165
589,Apartment,Entire home/apt,3,1.0,0.0,2.0,Futon,1,826
590,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3163
591,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,1,3162
592,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3136
593,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3137
594,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,3141
595,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,3143
596,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,1,3144
597,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,3147
598,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,3246
599,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3151
600,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,80
601,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,2,3156
602,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,3157
603,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3158
604,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,3160
605,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,3161
606,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,4,3152
607,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,4,3254
608,Apartment,Entire home/apt,8,1.0,2.0,1.0,Real Bed,1,3255
609,Apartment,Private room,2,2.0,1.0,2.0,Real Bed,2,3256
610,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,1708
611,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,3334
612,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,3335
613,Apartment,Entire home/apt,4,1.0,1.0,1.0,Futon,2,3338
614,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,1,3340
615,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,3341
616,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,570
617,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,1,3344
618,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,2,3346
619,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3349
620,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,437
621,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,3,3353
622,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3359
623,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,3360
624,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,3345
625,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,3135
626,Apartment,Entire home/apt,6,1.0,2.0,5.0,Real Bed,2,3317
627,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,3313
628,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,3260
629,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,3263
630,Apartment,Entire home/apt,4,1.0,3.0,4.0,Real Bed,1,532
631,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,3273
632,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,3276
633,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,3278
634,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,1,3055
635,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1,3280
636,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,3304
637,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1,3305
638,Apartment,Entire home/apt,5,1.0,3.0,3.0,Real Bed,2,3306
639,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,2,3308
640,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,3309
641,Apartment,Entire home/apt,6,1.0,1.0,4.0,Real Bed,1,97
642,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,1,3283
643,Apartment,Shared room,1,1.0,1.0,1.0,Couch,1,3134
644,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,3132
645,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,0,3131
646,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,3056
647,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,3057
648,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3059
649,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,2,734
650,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,2,3061
651,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,3063
652,Apartment,Shared room,1,1.0,1.0,1.0,Couch,1,3051
653,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2548
654,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,3076
655,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,2,3077
656,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,3079
657,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,3082
658,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,3083
659,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3084
660,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,1361
661,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,3,3085
662,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,3050
663,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,3030
664,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,2967
665,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,2,2968
666,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,2973
667,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2984
668,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2985
669,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,2989
670,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3044
671,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,778
672,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3002
673,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3005
674,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3008
675,Apartment,Entire home/apt,3,1.0,2.0,1.0,Real Bed,2,3015
676,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,3016
677,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,3017
678,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2996
679,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,4,3361
680,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,2549
681,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,1,3088
682,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3113
683,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3114
684,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,741
685,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,3116
686,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,2,3117
687,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3118
688,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3112
689,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,3119
690,Apartment,Entire home/apt,6,1.0,2.0,5.0,Real Bed,2,3121
691,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,3122
692,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,3125
693,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,3127
694,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3129
695,Apartment,Entire home/apt,5,2.0,1.0,2.0,Real Bed,1,3130
696,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,3120
697,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,3087
698,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,3111
699,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3108
700,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,3089
701,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3090
702,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,3091
703,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3092
704,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,1,3093
705,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,3095
706,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,1569
707,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,3096
